run_id,analyzed_at,source,wavelength_nm,fwhm_x_um,fwhm_y_um,one_over_e2_x_um,one_over_e2_y_um,one_over_e2_avg_um,m2,fit_quality,background_level,camera_serial,roi_xywh
run_002_20260713_173142,2026-07-13 17:31:42,roi_snapshot,520.0,231.93918085685357,232.24019440862855,293.54653425330935,297.68970109894514,295.6181176761272,1.4367024296062805,0.825344861022649,583.6810389501201,36158,"[259, 367, 101, 101]"
