run_id,analyzed_at,source,wavelength_nm,fwhm_x_um,fwhm_y_um,one_over_e2_x_um,one_over_e2_y_um,one_over_e2_avg_um,m2,fit_quality,background_level,camera_serial,roi_xywh
run_003_20260713_173212,2026-07-13 17:32:12,manual,520.0,232.21037103145403,232.16792657514628,293.4911607563146,297.64976893609605,295.57046484620537,1.436229244288545,0.8255117879087013,584.7427548135535,36158,"[259, 367, 101, 101]"
