run_id,analyzed_at,source,wavelength_nm,fwhm_x_um,fwhm_y_um,one_over_e2_x_um,one_over_e2_y_um,one_over_e2_avg_um,m2,fit_quality,background_level,camera_serial,roi_xywh
run_004_20260713_180250,2026-07-13 18:02:50,live_analyze,520.0,228.52703384309655,228.04718333446556,290.98368384576696,293.5314368097229,292.25756032774495,1.4545710227384103,0.8181850736179483,578.5720457258537,36158,"[262, 316, 101, 101]"
