run_id,analyzed_at,source,fwhm_x_um,fwhm_y_um,one_over_e2_x_um,one_over_e2_y_um,one_over_e2_avg_um,m2,fit_quality,background_level,wavelength_nm,run_dir
run_001_20260713_170750,2026-07-13 17:07:50,unit_test,96.82082478579352,96.8208247857935,163.22083057031202,163.22083057031202,163.22083057031202,1.0613825918969881,0.9754469632412047,5.0334299846996275,520.0,C:\Users\origi\OneDrive\Desktop\College\OSU\2026\Summer 26\interferometer_automation\outputs\beam\runs\run_001_20260713_170750
run_002_20260713_173142,2026-07-13 17:31:42,roi_snapshot,231.93918085685357,232.24019440862855,293.54653425330935,297.68970109894514,295.6181176761272,1.4367024296062805,0.825344861022649,583.6810389501201,520.0,C:\Users\origi\OneDrive\Desktop\College\OSU\2026\Summer 26\interferometer_automation\outputs\beam\runs\run_002_20260713_173142
run_003_20260713_173212,2026-07-13 17:32:12,manual,232.21037103145403,232.16792657514628,293.4911607563146,297.64976893609605,295.57046484620537,1.436229244288545,0.8255117879087013,584.7427548135535,520.0,C:\Users\origi\OneDrive\Desktop\College\OSU\2026\Summer 26\interferometer_automation\outputs\beam\runs\run_003_20260713_173212
run_004_20260713_180250,2026-07-13 18:02:50,live_analyze,228.52703384309655,228.04718333446556,290.98368384576696,293.5314368097229,292.25756032774495,1.4545710227384103,0.8181850736179483,578.5720457258537,520.0,C:\Users\origi\OneDrive\Desktop\College\OSU\2026\Summer 26\interferometer_automation\outputs\beam\runs\run_004_20260713_180250
run_005_20260713_180357,2026-07-13 18:03:57,roi_snapshot,228.73990835174448,228.1200287577799,292.2532086753505,293.9070693266355,293.080139000993,1.4524904923040949,0.8190731064400856,580.7835362027926,520.0,C:\Users\origi\OneDrive\Desktop\College\OSU\2026\Summer 26\interferometer_automation\outputs\beam\runs\run_005_20260713_180357
run_006_20260713_180409,2026-07-13 18:04:09,manual,228.73990835174448,228.1200287577799,292.2532086753505,293.9070693266355,293.080139000993,1.4524904923040949,0.8190731064400856,580.7835362027926,520.0,C:\Users\origi\OneDrive\Desktop\College\OSU\2026\Summer 26\interferometer_automation\outputs\beam\runs\run_006_20260713_180409
